Date,Open,High,Low,Close,Adj Close,Volume
2024-03-05,122.05999755859375,122.44000244140625,106.69000244140625,109.4000015258789,109.05211639404297,19347700
2024-03-06,110.27999877929688,119.83000183105469,110.27999877929688,119.58999633789062,119.20970916748047,15606700
2024-03-07,119.05000305175781,123.29000091552734,118.29000091552734,122.66000366210938,122.26995849609375,4235500
2024-03-08,123.30999755859375,124.25,118.0,118.33000183105469,117.95372009277344,3478700
2024-03-11,119.37000274658203,125.83999633789062,119.37000274658203,124.75,124.35330963134766,4130100
2024-03-12,127.06999969482422,128.5,121.33999633789062,123.93000030517578,123.5359115600586,3443100
2024-03-13,122.87999725341797,126.9000015258789,122.22000122070312,125.79000091552734,125.38999938964844,2176900
2024-03-14,122.5,123.25,119.12999725341797,119.88999938964844,119.88999938964844,3010000
2024-03-15,119.0,123.0,116.7699966430664,122.13999938964844,122.13999938964844,3203000
2024-03-18,123.7300033569336,125.73999786376953,120.5,124.58000183105469,124.58000183105469,1886200
2024-03-19,121.5,123.36000061035156,120.25,120.54000091552734,120.54000091552734,2326600
2024-03-20,120.2699966430664,126.7300033569336,119.5,124.44999694824219,124.44999694824219,2529000
2024-03-21,125.8499984741211,127.56999969482422,124.12000274658203,124.86000061035156,124.86000061035156,2350900
2024-03-22,121.98999786376953,125.12999725341797,120.79000091552734,120.86000061035156,120.86000061035156,2454800
2024-03-25,120.58000183105469,122.2300033569336,118.25,118.3499984741211,118.3499984741211,2129300
2024-03-26,119.25,120.54000091552734,117.27999877929688,119.01000213623047,119.01000213623047,2506100
2024-03-27,119.6500015258789,129.02000427246094,119.63999938964844,128.8000030517578,128.8000030517578,4722600
2024-03-28,128.97999572753906,132.4199981689453,127.2699966430664,131.74000549316406,131.74000549316406,3988800
2024-04-01,132.0,132.8000030517578,126.87999725341797,129.17999267578125,129.17999267578125,2088100
2024-04-02,127.05000305175781,127.79000091552734,124.9000015258789,126.4800033569336,126.4800033569336,2335400
2024-04-03,127.29000091552734,129.99000549316406,125.4000015258789,128.8699951171875,128.8699951171875,1945500
2024-04-04,130.41000366210938,131.00999450683594,120.91999816894531,121.12000274658203,121.12000274658203,3028500
