Date,Open,High,Low,Close,Adj Close,Volume
2024-03-05,134.5800018310547,135.74000549316406,133.11000061035156,134.02999877929688,134.02999877929688,3030900
2024-03-06,135.08999633789062,135.44000244140625,132.24000549316406,132.5,132.5,2361300
2024-03-07,132.75,133.6300048828125,131.41000366210938,133.42999267578125,133.42999267578125,1968500
2024-03-08,133.61000061035156,136.07000732421875,133.02000427246094,135.77999877929688,135.77999877929688,1859200
2024-03-11,135.1699981689453,137.2899932861328,135.1699981689453,136.92999267578125,136.92999267578125,1431600
2024-03-12,138.0,138.1300048828125,136.52999877929688,136.6199951171875,136.6199951171875,1611200
2024-03-13,134.8000030517578,137.22000122070312,133.82000732421875,135.32000732421875,135.32000732421875,2093400
2024-03-14,135.6999969482422,136.07000732421875,134.6300048828125,135.74000549316406,135.74000549316406,1869100
2024-03-15,134.91000366210938,135.3000030517578,132.50999450683594,133.47000122070312,133.47000122070312,3974400
2024-03-18,133.7899932861328,134.7899932861328,132.5,133.2100067138672,133.2100067138672,1688300
2024-03-19,133.17999267578125,135.6199951171875,132.6999969482422,135.55999755859375,135.55999755859375,1598400
2024-03-20,135.27000427246094,138.6199951171875,135.07000732421875,138.10000610351562,138.10000610351562,1906500
2024-03-21,138.9499969482422,139.0,136.3300018310547,136.38999938964844,136.38999938964844,1681300
2024-03-22,135.67999267578125,137.4600067138672,135.14999389648438,136.83999633789062,136.83999633789062,1246300
2024-03-25,137.17999267578125,138.25999450683594,136.77999877929688,137.30999755859375,137.30999755859375,1172900
2024-03-26,138.39999389648438,138.8800048828125,136.57000732421875,136.6199951171875,136.6199951171875,2524500
2024-03-27,137.8800048828125,139.1300048828125,136.6300048828125,138.99000549316406,138.99000549316406,2221100
2024-03-28,139.4600067138672,139.89999389648438,137.58999633789062,137.75,137.75,2081500
2024-04-01,137.5500030517578,137.72999572753906,132.91000366210938,133.22000122070312,133.22000122070312,3621900
2024-04-02,132.05999755859375,133.24000549316406,130.5,131.69000244140625,131.69000244140625,2306200
2024-04-03,130.9600067138672,132.27000427246094,129.5500030517578,130.55999755859375,130.55999755859375,2239100
2024-04-04,131.85000610351562,134.39999389648438,130.44000244140625,130.6999969482422,130.6999969482422,2749500
