Date,Open,High,Low,Close,Adj Close,Volume
2024-03-05,55.75,57.560001373291016,55.75,56.2599983215332,56.2599983215332,19653900
2024-03-06,57.06999969482422,57.54999923706055,56.0099983215332,57.290000915527344,57.290000915527344,17845000
2024-03-07,57.540000915527344,58.119998931884766,57.029998779296875,57.720001220703125,57.720001220703125,14720300
2024-03-08,58.040000915527344,58.38999938964844,57.2599983215332,57.5099983215332,57.5099983215332,13026300
2024-03-11,57.150001525878906,57.540000915527344,56.630001068115234,57.40999984741211,57.40999984741211,9176900
2024-03-12,57.5099983215332,57.93000030517578,57.08000183105469,57.45000076293945,57.45000076293945,10954000
2024-03-13,57.5,58.369998931884766,57.459999084472656,57.7599983215332,57.7599983215332,12982800
2024-03-14,58.33000183105469,58.66999816894531,56.63999938964844,57.09000015258789,57.09000015258789,18833600
2024-03-15,56.45000076293945,57.75,56.45000076293945,57.61000061035156,57.61000061035156,26160800
2024-03-18,57.849998474121094,58.65999984741211,57.560001373291016,58.630001068115234,58.630001068115234,13994600
2024-03-19,58.59000015258789,59.31999969482422,58.540000915527344,58.86000061035156,58.86000061035156,13455300
2024-03-20,58.4900016784668,60.34000015258789,58.459999084472656,60.130001068115234,60.130001068115234,20269900
2024-03-21,60.310001373291016,61.54999923706055,60.310001373291016,61.33000183105469,61.33000183105469,17892100
2024-03-22,61.040000915527344,61.66999816894531,60.58000183105469,60.81999969482422,60.81999969482422,16204600
2024-03-25,60.88999938964844,61.52000045776367,60.58000183105469,60.95000076293945,60.95000076293945,12040300
2024-03-26,61.150001525878906,61.95000076293945,61.0,61.65999984741211,61.65999984741211,17947400
2024-03-27,62.029998779296875,62.7599983215332,61.720001220703125,62.75,62.75,16684400
2024-03-28,62.72999954223633,63.369998931884766,62.58000183105469,63.2400016784668,63.2400016784668,19012000
2024-04-01,63.599998474121094,63.900001525878906,63.02000045776367,63.459999084472656,63.459999084472656,14223900
2024-04-02,62.650001525878906,63.59000015258789,62.650001525878906,62.84000015258789,62.84000015258789,16062000
2024-04-03,62.86000061035156,63.38999938964844,61.52000045776367,61.689998626708984,61.689998626708984,18073600
2024-04-04,62.150001525878906,62.7400016784668,60.75,60.90999984741211,60.90999984741211,13397800
