Date,Open,High,Low,Close,Adj Close,Volume
2024-03-05,48.90999984741211,50.45000076293945,48.869998931884766,50.09000015258789,49.82366943359375,12659500
2024-03-06,50.31999969482422,51.13999938964844,50.31999969482422,50.540000915527344,50.271278381347656,9615500
2024-03-07,50.81999969482422,51.04999923706055,50.34000015258789,50.779998779296875,50.5099983215332,8912200
2024-03-08,50.68000030517578,50.900001525878906,50.18000030517578,50.369998931884766,50.369998931884766,8504700
2024-03-11,50.38999938964844,51.95000076293945,50.380001068115234,51.54999923706055,51.54999923706055,10113600
2024-03-12,51.72999954223633,51.93000030517578,50.68000030517578,50.90999984741211,50.90999984741211,7857000
2024-03-13,51.119998931884766,52.5,51.09000015258789,52.40999984741211,52.40999984741211,10333300
2024-03-14,52.4900016784668,52.81999969482422,51.970001220703125,52.25,52.25,7731500
2024-03-15,51.970001220703125,52.70000076293945,51.88999938964844,52.20000076293945,52.20000076293945,11456700
2024-03-18,52.189998626708984,52.400001525878906,51.31999969482422,51.349998474121094,51.349998474121094,6435100
2024-03-19,51.86000061035156,52.459999084472656,51.25,51.81999969482422,51.81999969482422,6863700
2024-03-20,51.84000015258789,52.27000045776367,51.599998474121094,51.970001220703125,51.970001220703125,6136300
2024-03-21,51.84000015258789,52.36000061035156,51.68000030517578,52.0,52.0,6756900
2024-03-22,52.04999923706055,52.06999969482422,51.400001525878906,51.41999816894531,51.41999816894531,5071900
2024-03-25,51.33000183105469,51.72999954223633,51.189998626708984,51.22999954223633,51.22999954223633,5621400
2024-03-26,51.459999084472656,51.66999816894531,50.880001068115234,51.08000183105469,51.08000183105469,5995800
2024-03-27,51.45000076293945,52.040000915527344,51.40999984741211,51.91999816894531,51.91999816894531,4940600
2024-03-28,52.099998474121094,52.93000030517578,52.0,52.779998779296875,52.779998779296875,6816400
2024-04-01,52.650001525878906,52.91999816894531,51.84000015258789,52.27000045776367,52.27000045776367,4646400
2024-04-02,52.08000183105469,52.38999938964844,51.810001373291016,51.86000061035156,51.86000061035156,4449500
2024-04-03,51.75,52.27000045776367,51.52000045776367,51.849998474121094,51.849998474121094,4459000
2024-04-04,52.40999984741211,52.81999969482422,51.33000183105469,51.400001525878906,51.400001525878906,4702900
